title,address,business_model,description,email,foundation_year,founders_number,growth_stage,is_active,last_updated,link,staff_size,tags,telephone,total_team_size,website
advilo GbR,"Brabanter Str. 1, 80805 München",B2B," Als strategische Beratung der Immobilienwirtschaft haben wir uns darauf spezialisiert, Potenziale rund ums Smart Metering zu identifizieren und unsere Kunden dabei zu unterstützen, nachhaltige ESG und Submetering Strategien zu entwickeln. Unsere Leistung erstreckt sich dabei von der Unterstützung bei der Vertragsgestaltung mit Messdienstleistern, bis hin zu vollumfänglichen Smart Metering Konzepten und deren Umsetzung. Nachhaltigkeitsstrategien – Mit Smart Metering ESG-Ziele erreichen: Smart Metering ist das Fundament einer erfolgreichen ESG-Strategie. Eine verbesserte Datengrundlage schafft Transparenz, um die richtigen Entscheidungen zu treffen und so den gesteckten ESG-Zielen näher zu kommen. – ESG-Standpunktanalyse mittels externen CO₂-Tools und Bewertungskriterien – Benchmarking der aktuellen Vertragssituation – Bestimmung von technischen und kommerziellen ESG-Zielen – Entwicklung des Smart Metering Konzepts unter Berücksichtigung Ihrer ESG-Strategie – Erstellung der Ausschreibungsunterlagen und Planung der Sondierungsgespräche – Bewertung der Angebote – Projektmanagement bei der Umsetzung der Smart Metering Strategie Neuausrichtung: – Optimierung der Abrechnungs- & Messdienstleistung: Die Heizkostenabrechnung ist einer der Kernprozesse der Immobilienbewirtschaftung. Wir identifizieren für Sie Potenziale, damit Sie nachhaltig, effizient und kostenoptimiert verwalten können. Gemeinsam mit Ihnen entwickeln wir eine nachhaltige Strategie und befreien Sie von Altverträgen. – Sammlung und Erfassung der Vertragsinformationen aller aktuellen Messdienstleister – Auswertung der Vertragsdaten inkl. Benchmarking der derzeitigen Anbieter – Entwicklung der Ausschreibungsstrategie und Anforderungsprofil – Leitung der Ausschreibung inkl. Kommunikation zu Anbietern – Organisation der Verhandlungsgespräche und Bewertung der Angebote – Betreuung und Monitoring des Wechselprozess",tim.windoffer@advilo.de,2021,2,Growth-Stage,True,11.10.2021,https://www.munich-startup.de/startups/advilo-gbr/,2,PropTech / Real Estate,+491794331729,4,http://www.advilo.de
Advanced Navigation Solutions GmbH,"Heßstr. 36, 81673 München",," is a leading company in the development of ultra-precise positioning and attitude solutions. We achieve an accuracy of 0.25°/m for the heading and of a few centimeters for the position through our patented GNSS (GPS, Glonass, Galileo, etc.) carrier phase positioning (RTK) with integer ambiguity resolution. Our sensor fusion with a tight coupling of GNSS and inertial measurements allows us to provide a seamless position and attitude information with 100 Hz in areas with and without GNSS signal reception (e.g. below trees, bridges, tunnels). We also include corrections from a virtual reference station to achieve a centimeter-level accuracy globally at any place at any time. Our sensor modules are easy to use and completely wire-free as a GNSS receiver, a GNSS patch antenna, an inertial sensor, a barometer, a bluetooth transceiver, and a bluetooth antenna are all combined on a single board with a credit-card form factor. We provide both software and hardware. Our solutions are used in automobile, maritime and machine steering applications (e.g. antenna pointing), but can be used also in any other application with the need of a precise and reliable position and/ or attitude information.",,,,,True,07.09.2017,https://www.munich-startup.de/startups/advanced-navigation-solutions-gmbh/,,"eMobility,IT/Technologie,Mobility,SaaS",,,https://anavs.de/
alexandrya.ai,"Dingolfinger Str. 15, 81673 München",B2B," Laut einer Studie von McKinsey suchen Mitarbeiter durchschnittlich 10 Stunden pro Woche (25%) nach Informationen und Dokumenten, 49% haben Probleme Dokumente zu finden, und 33% kämpfen mit den verschiedenen Versionen. Bestehende Wissenstools bieten keine genauen Ergebnisse und sind zeitaufwändig in der Pflege. alexandrya.ai ist eine Knowledge-Managementsoftware, die die Art und Weise revolutioniert, wie wir Wissen und Daten in unserem täglichen Workflow nutzen. Mit modernster KI-Technologie bewältigt alexandrya.ai die Herausforderungen des Umgangs mit großen Mengen an Unternehmensdaten. Alles um Mitarbeiter tiefere Einblicke in ihr Unternehmen zu geben, den Wettbewerbsvorteil auszubauen und sich auf die wesentlichen Aufgaben zu konzentrieren.",hello@alexandrya.ai,2020,2,Seed-Stage,True,10.11.2020,https://www.munich-startup.de/startups/alexandrya-ai/,5,"Artificial Intelligence,IT/Technologie,SaaS",+49 (0)89 12 711 643,7,http://www.alexandrya.ai
AIVENTA,"Heßstraße 89, 80797 München",B2B," Die Eventplanung von morgen! Bei AIVENTA kannst Du Dir Dein persönliches Traumevent zusammenstellen, vergleichen und für die Buchung im Detail konfigurieren. Von einfachen Meetings und Geburtstagen bis hin zu hochkomplexen Firmenevents und Hochzeiten bietet AIVENTA einen digitalen und interaktiven Eventmanager als Plattform. Traumlocations, perfektes Catering, einzigartiges Entertainment und vieles mehr.",info@aiventa.de,,3,Startup-Stage,False,14.10.2021,https://www.munich-startup.de/startups/kiventa/,3,"App,IT/Technologie",,6,http://www.aiventa.de
ajuma,"Heßstraße 89, 80797 München",," sind ein Münchner Tech-Startup und entwickeln den UV-Bodyguard, ein Wearable, das zusammen mit einer App rechtzeitig vor Sonnenbrand und einer Überdosis UV-Strahlung warnt.",annette.barth@ajuma.eu,,,,True,13.05.2019,https://www.munich-startup.de/startups/ajuma/,,"IT/Technologie,Life Science",,,http://www.ajuma.eu
akjumii,"Reichenbachstraße 36, 80469 München",Sonstiges," Träumt ihr auch von einer Modewelt, in der wir achtsam mit Mensch und Natur umgehen? Wollt ihr einen Mantel, der fair aus nachhaltigen Materialien produziert ist, sich verwandeln und Trends anpassen kann? Dann geht es euch wie uns! Wir sind Michaela und Anna von AKJUMII. Die Erfahrungen in der Textilindustrie, sowie die politischen und ökologischen Ereignisse der letzten Jahre haben uns gezeigt: Wir wollen etwas verändern. Weg von Fast Fashion hin zu Slow Fashion. Ein Mantel, der durch zeitloses Design, Qualität und Funktion überzeugt und dabei soziale & ökologische Aspekte voll mit einbezieht. Unser Mantel ist wandelbar, du kannst ihn auch als Weste oder kurze Jacke tragen und immer wieder neue Add Ons wie z.B. verschiedene Kragenformen und Farben hinzufügen. Somit habt ihr unzählige Stylevarianten & Kombinationsmöglichkeiten mit nur einem Kleidungsstück. So kannst du den Mantel auch immer wieder Trends anpassen ohne dir gleich einen komplett neuen zu kaufen. Wir sind überzeugt von guter Qualität & Langlebigkeit, deshalb haben wir einen kostenlosen Reparierservice für unsere 3IN1 COATS. Wir produzieren fair & lokal und setzen uns weltweit für faire Arbeitsbedingungen in jedem Bereich der Lieferkette ein. Transparenz ist für uns die Grundlage, deshalb teilen wir alle Details wie z.B. Produktion, Lieferketten, Preisgestaltung und Materialinformationen auf unserer Website mit euch. Wir bieten euch also einen Mantel aus nachhaltigen Materialien. Ein Mantel, der fair in Deutschland produziert ist. Ein Mantel, der gleichzeitig Weste und Jacke ist und durch Hinzufügen oder Wegnehmen von Add Ons immer wandelbar bleibt und dich dein Leben lang begleiten kann.",hello@akjumii.com,,2,Growth-Stage,True,11.05.2021,https://www.munich-startup.de/startups/akjumii/,2,Fashion,,4,https://www.akjumii.com/
ALALJOJO,"Luitpoldstraße, 82211 Herrsching",B2C," IKEA hat den „BILLY“ – wir haben das DIY Windsurfboard „WILLI“. Das Prinzip ist dasselbe: in einem Karton kommt der DIY Windsurfboard Bausatz direkt zu Dir nach Hause, inklusive allem was du für den Aufbau benötigst: Bauteile, Material, Kleber. Dank unserer nachhaltigen Hohlbauweise brauchst du keine speziellen Vorkenntnisse oder Werkzeug. Ein weiteres plus ist das custom design – es ist dein Borad, das es so nur einmal gibt.",hallo@alaljojo.de,2019,3,Startup-Stage,True,13.07.2020,https://www.munich-startup.de/startups/alaljojo/,3,"Lifestyle,Sport",0162 2773408,6,https://www.alaljojo.com/
Alasco GmbH,"Leopoldstr. 21, 80802 München",B2B," Alasco bringt die Bau- und Immobilienbranche auf Augenhöhe mit digital führenden Industrien. Die cloudbasierte Software erleichtert Projektentwicklern, Bauträgern und Asset Managern das Finanzcontrolling und ESG-Management. Alasco befreit Projektverantwortliche von manuellen Prozessen und gibt ihnen die Sicherheit, immer die richtigen Entscheidungen zu treffen. Seit der Gründung 2018 transformiert Alasco den Projektalltag bei mehr als 200 Unternehmen, darunter darunter GARBE, Hines und INCEPT. Über 140 Mitarbeiter:innen erwecken jeden Tag die Mission zum Leben: Menschen und Prozesse digital vernetzen. Das Unternehmen wurde von Anselm Bauer, Benjamin Günther und Sebastian Schuon gegründet, die zuvor bereits erfolgreich die Firma Stylight an ProSiebenSat.1 verkauft haben.",kontakt@alasco.de,2018,3,,True,09.11.2022,https://www.munich-startup.de/startups/alasco-gmbh/,0,"IT/Technologie,PropTech / Real Estate,SaaS",+49 (0) 89 248867750,3,https://www.alasco.de/
Alaiko,"Sandstraße 33, 80335 München",B2B," Alaiko ist Europas führende Fulfillment-as-a-Service-Plattform, über die Direct-to-Consumer-Marken Zugriff auf eine breite Palette von Fulfillment-Dienstleistungen aus einer Hand erhalten. Alaiko verbindet Shop- und ERP-Systeme, Fulfillment-Services sowie Versandanbieter und verhilft mit dem hauseigenen “Logistics Operating System” zur reibungslosen Steuerung und Automatisierung aller Prozesse rund ums Fulfillment. So können sich E-Commerce Brands wieder auf das fokussieren, worin sie wirklich gut sind: Marketing, Produkt & Sales.",info@alaiko.com,2020,2,Growth-Stage,True,27.06.2022,https://www.munich-startup.de/startups/alaiko-gmbh/,90,"Logistics,Transport",+49 (0) 89 215 377 19,92,http://www.alaiko.com
Alexander Thamm GmbH,"Sapporobogen 6-8, 80637 München",," Die ist als erstes Unternehmen in Deutschland rein auf Analytics und Big Data spezialisiert. In unseren Projekten entwickeln wir innovative, datengetriebene Produkte und zeigen neue Geschäftsmodelle auf.",Michaela.Tiedemann@alexanderthamm.com,,,,True,02.11.2017,https://www.munich-startup.de/startups/alexander-thamm-gmbh/,,"Big Data,IT/Technologie",089 / 307 608 80,,http://www.alexanderthamm.com/
Alphabots GmbH,"Seidlstraße 28, 80335 München",B2B," Hallo liebe Münchner, wir sind die Alphabots GmbH, ein Startup welches RPA & K.I. Lösungen entwickelt! Was das heißt? Wir entwickeln „digitale Roboter“ welche die Arbeit von Mitarbeitern automatisieren, damit diese sich um wichtigere Themen kümmern können. Stellt euch mal vor – es ist Montagmorgen und Ihr habt Unmengen an Arbeit zu verrichten. Wäre es nicht besser, wenn man auf einen Knopf drücken könnte und die Arbeit erledigt sich von allein? Es wird noch besser! Da wir die jeweilige Software maßgeschneidert entwickeln, können wir unsere Lizenz kosten im Vergleich zum Markt um bis zu 80% reduzieren. Falls Ihr noch mehr über die Implementierung von RPA oder der künstlichen Intelligenz lernen möchtet, besucht unsere Website. Wir freuen uns schon von euch zu hören. Bis dann & Servus, Euer Alphabots Team!",info@alphabots.de,,1,Growth-Stage,True,01.03.2021,https://www.munich-startup.de/startups/alphabots-gmbh/,5,"Artificial Intelligence,IT/Technologie,Robotics",01737596901,6,http://www.alphabots.de
All3DP GmbH,"Ridlerstr. 31 A, 80339  München",," betreibt die englischsprachige Webplattform All3DP.com zum Thema 3D-Druck. Mit seinem redaktionellen Angebot bietet All3DP Information, Orientierung und praktische Hilfe für Consumer und Small Business. Mit dem ersten globalen Preisvergleich von 3D-Druckdienstleistern im Markt werden die Nutzer an 3D-Druck Services vermittelt.",contact@all3dp.com,,,,True,04.09.2017,https://www.munich-startup.de/startups/all3dp-gmbh/,,"3D-Technology,IT/Technologie",,,https://www.all3dp.com/
alphaX Digital Services,"Wilhelm-Wagenfeld-Str.16, 80807 München",B2B," Wir sind Experten für die Digitalisierung im Bereich Mobile Apps, Web Applikationen und Blockchain Lösungen. Seit über 15 Jahren entwickeln wir Software und treiben damit die Digitalisierung von Startups, kleinen und mittelständischen Unternehmen sowie Großkonzernen voran. Die Branchen varriieren dabei, wir sind stark im FinTech, PropTech, HR, Supply Chain- oder e-Commerce-Bereich. Treffen Sie uns in München, virtuell oder gerne auch bei Ihnen – einfach kontaktieren. Mit aktuellen und stabilen Technologien bauen wir Blockchain-Lösungen, innovative mobile Apps, browser-basierte Applikationen und Software die das Leben einfacher und aufregender machen. Wir beschäftigen uns dabei sowohl tiefgehend mit den theoretischen Grundlagen aber auch mit deren Umsetzung in der Praxis.",info@alphax-ds.de,,1,Later-Stage,True,17.04.2020,https://www.munich-startup.de/startups/alphax-digital-services/,25,"(e)Commerce,FinTech | InsurTech | LegalTech | RegTech",,26,http://www.alphax-ds.de/
Alpinchen,"Ruchsteigerstr. 11, 80939 München",," ist Dein Online-Shop für exklusive Baby- und Kindertrachten. Bei uns steht der Nachwuchs im Vordergrund! In unserem gut sortierten Online-Shop haben Sie die Möglichkeit, Baby Tracht sowie Kindertrachten im Rahmen eines schönen Einkaufserlebnisses zu erwerben. Als erstklassiger Trachtenshop bietet Alpinchen neben bekannten Marken wie Isar Trachten, Krüger, Almsach, Bondi, Carlina, Anouk et Emile, Nyani und Alpen Kitz Trachten, auch einen hervorragenden Service. Damit wir Ihre Bedürfnisse und Wünsche zu Ihrer vollsten Zufriedenheit erfüllen können, stellen wir Ihnen ein gut ausgewähltes Sortiment an besonderen Produkten aus der Trachtenwelt zur Verfügung.",info@alpinchen.de,,,,True,29.01.2020,https://www.munich-startup.de/startups/alpinchen/,,"(e)Commerce,B2C,Online Shopping",089 31901529,,http://www.alpinchen.de
Alpenventures UG (haftungsbeschränkt),"Moarstraße 3, 85737 Ismaning",," Mit Alpenventures bieten wir vereinfachte Reiseplanung für Outdoor Abenteurer an, um außergewöhnliche Erlebnisse in den Alpen und anderen Bergwelten zu ermöglichen. Wir schicken unsere Kunden auf abwechslungsreiche und individuelle Routen, um ihnen einheimische Abenteuer zu bieten. Die perfekte Planung durch Alpenventures macht es möglich, die Touren eigenständig zu begehen. Alpenventures bietet die bequeme Planung einer Tour, ohne Kosten für einen Bergführer aufwenden zu müssen. Kontakt: Brittany Haas",brittany.haas@alpenventuresunguided.com,,,,True,04.09.2017,https://www.munich-startup.de/startups/alpenventures-ug-haftungsbeschraenkt/,,"Lifestyle,Travel",08920924114,,http://www.alpenventuresunguided.com
Allianz Digital Accelerator,"Ganghoferstr. 66e, 80339 München",, The is not a run-of-the-mill accelerator program. We work on business opportunities that add value to our current portfolio or create new business opportunities within the insurance sector. It is our aim to develop outstanding business ideas that can have an impact on a global scale and ultimately better serve and improve the lives of insurance customers worldwide.,hello@digital-accelerator.com,,,,True,12.04.2021,https://www.munich-startup.de/startups/allianz-digital-accelerator/,,Accelerator/Incubator,089.76996340,,https://digital-accelerator.com/
Appdafuer GmbH,"Schleißheimer Straße 25, 80333 München",," Appdafuer ist eine Agentur mit Leidenschaft für innovative Ideen, wir arbeiten gerne mit neuen Technologien in den verschiedensten Tehmengebieten. Unser dynamisches Team sitzt im Büro im Herzen Münchens. Für unsere Kunden entwickeln wir seit 2013 erfolgreich Smartphone und Web Apps – egal ob nativ für iOS/Android oder mit den Cross-Plattform-Technologien React-Native und Flutter. Je nach Kundenbedarf übernehmen wir auch gerne Konzeption, Design und die Entwicklung des Backends. Wir verfolgen einen agilen Entwicklungsansatz, sodass auf veränderte Projektanforderungen jederzeit flexibel reagiert werden kann. So entsteht in enger Zusammenarbeit mit unseren Kunden ein Ergebnis, welches genau ihren Vorstellungen entspricht.",info@appdafuer.com,,2,,True,05.09.2022,https://www.munich-startup.de/startups/appdafuer-gmbh/,8,"App,IT/Technologie,Services",089 / 35 64 79 92,10,https://www.appdafuer.com
Angsa Robotics,"Lichtenbergstr. 6, 85748 Garching bei München",B2B," Kleinteiliger Müll auf Wiesen und Kiesflächen stellt sowohl ein ökologisches als auch wirtschaftliches Problem dar. Anders als auf asphaltierten Flächen können hier keine konventionellen Kehrmaschinen eingesetzt werden, weshalb diese Flächen manuell gereinigt werden müssen. Dieser aufwändige Prozess verursacht nach Großveranstaltungen sowie für Betreiber von Parks und anderen Grünanlagen erhebliche Kosten. Angsa revolutioniert die Reinigung von Gras- und Kiesflächen grundlegend. Unsere Kerninnovation ist ein neuronales Netzwerk, das einzelne Müllobjekte lokalisieren kann. Dies ermöglicht es Angsa’s Roboter Müll in Echtzeit zu lokalisieren und von unterschiedlichsten Oberflächen zu entfernen. Der Roboter kann Tag und Nacht eingesetzt werden, wodurch die Reinigungsgeschwindigkeit erhöht und die Kosten für Reinigungsunternehmen reduziert werden.",mail@angsa-robotics.com,,3,Seed-Stage,True,29.07.2020,https://www.munich-startup.de/startups/angsa-robotics/,8,"Artificial Intelligence,IT/Technologie,Robotics",,11,https://angsa-robotics.com
